"Date.Time","Lat","Lon","Base"
"7/9/2014 18:12:00",40.7203,-74.0051,"B02598"
"4/16/2014 1:11:00",40.7652,-73.9722,"B02617"
"8/1/2014 13:52:00",40.7159,-73.9649,"B02682"
"7/6/2014 7:35:00",40.7277,-73.9422,"B02617"
"5/17/2014 20:15:00",40.7552,-74.0024,"B02682"
"7/26/2014 15:59:00",40.7251,-73.9985,"B02617"
"8/1/2014 23:23:00",40.7302,-74.0043,"B02617"
"8/25/2014 20:57:00",40.6842,-73.9221,"B02617"
"4/5/2014 16:07:00",40.7633,-73.9845,"B02682"
"9/17/2014 19:36:00",40.6816,-73.9579,"B02598"
"5/16/2014 7:52:00",40.7101,-74.0064,"B02682"
"6/25/2014 17:54:00",40.7546,-73.9741,"B02682"
"9/4/2014 12:52:00",40.7365,-73.9966,"B02598"
"4/16/2014 18:42:00",40.7594,-73.9734,"B02598"
"8/14/2014 3:10:00",40.7415,-74.0063,"B02682"
"4/22/2014 4:30:00",40.7076,-73.9206,"B02682"
"6/20/2014 8:52:00",40.7254,-73.9895,"B02598"
"6/19/2014 15:10:00",40.7454,-73.9867,"B02682"
"8/30/2014 16:38:00",40.7685,-73.8624,"B02682"
"5/20/2014 4:06:00",40.7311,-73.988,"B02598"
"4/14/2014 13:07:00",40.7052,-74.0076,"B02617"
"5/17/2014 18:10:00",40.74,-74.0049,"B02598"
"5/10/2014 21:35:00",40.7626,-73.9882,"B02617"
"6/5/2014 15:01:00",40.7656,-73.979,"B02682"
"7/14/2014 9:36:00",40.7873,-73.9792,"B02682"
"9/6/2014 18:43:00",40.8272,-73.9251,"B02598"
"5/15/2014 12:32:00",40.7218,-74.0041,"B02682"
"6/8/2014 10:59:00",40.7671,-73.9838,"B02682"
"6/18/2014 18:14:00",40.7388,-74.0095,"B02617"
"7/30/2014 19:11:00",40.7217,-73.9944,"B02598"
"6/2/2014 15:08:00",40.7687,-73.9581,"B02682"
"9/30/2014 18:47:00",40.7144,-73.9457,"B02764"
"6/19/2014 4:50:00",40.6459,-73.7767,"B02598"
"9/11/2014 17:51:00",40.8222,-73.8426,"B02764"
"9/20/2014 21:23:00",40.8068,-73.8873,"B02682"
"7/25/2014 18:53:00",40.7558,-73.9962,"B02617"
"5/16/2014 18:19:00",40.7653,-73.9614,"B02598"
"4/27/2014 12:10:00",40.7864,-73.9699,"B02682"
"9/17/2014 21:13:00",40.7353,-74.0069,"B02617"
"9/3/2014 21:32:00",40.7228,-73.9945,"B02598"
"5/21/2014 6:12:00",40.7322,-73.9922,"B02598"
"9/10/2014 8:28:00",40.783,-73.9785,"B02598"
"7/19/2014 14:59:00",40.7129,-73.9968,"B02617"
"5/5/2014 20:07:00",40.6775,-73.9983,"B02682"
"6/10/2014 17:54:00",40.737,-73.9901,"B02598"
"6/10/2014 16:25:00",40.7541,-73.9783,"B02598"
"4/20/2014 4:27:00",40.7406,-74.0046,"B02598"
"8/22/2014 22:34:00",40.7204,-74.0103,"B02598"
"8/1/2014 6:15:00",40.7447,-73.9948,"B02682"
"9/13/2014 20:43:00",40.77,-73.9575,"B02598"
"6/21/2014 0:13:00",40.7159,-74.009,"B02598"
"7/4/2014 22:22:00",40.7613,-73.9997,"B02598"
"5/9/2014 15:57:00",40.7426,-73.9923,"B02682"
"7/6/2014 13:53:00",40.7518,-73.9759,"B02617"
"5/3/2014 9:43:00",40.7617,-73.9941,"B02682"
"9/11/2014 18:27:00",40.7539,-73.9308,"B02598"
"7/17/2014 11:37:00",40.7231,-74,"B02682"
"5/22/2014 16:02:00",40.7381,-74.0056,"B02598"
"5/27/2014 19:35:00",40.7592,-73.969,"B02617"
"7/23/2014 13:31:00",40.7379,-73.9924,"B02512"
"9/13/2014 22:49:00",40.7592,-73.9958,"B02598"
"4/4/2014 20:57:00",40.7383,-73.9878,"B02682"
"4/20/2014 5:25:00",40.6743,-73.9829,"B02617"
"4/6/2014 15:46:00",40.7597,-73.9818,"B02682"
"7/17/2014 15:47:00",40.7327,-74.0012,"B02598"
"7/11/2014 23:28:00",40.7587,-73.9914,"B02682"
"4/16/2014 13:55:00",40.7531,-73.9799,"B02682"
"8/27/2014 9:23:00",40.7827,-73.977,"B02617"
"7/19/2014 14:50:00",40.7933,-73.9763,"B02682"
"8/20/2014 7:43:00",40.7367,-73.9972,"B02598"
"8/14/2014 14:35:00",40.7687,-73.9876,"B02617"
"8/21/2014 21:27:00",40.7485,-73.9567,"B02617"
"8/6/2014 8:49:00",40.7154,-74.0094,"B02617"
"7/6/2014 18:04:00",40.7981,-73.96,"B02617"
"4/11/2014 19:17:00",40.7324,-73.9948,"B02617"
"8/27/2014 7:07:00",40.7712,-73.8315,"B02764"
"7/9/2014 18:35:00",40.7593,-73.9808,"B02617"
"5/15/2014 15:43:00",40.7738,-73.9777,"B02598"
"8/26/2014 14:33:00",40.764,-73.9697,"B02617"
"9/8/2014 20:46:00",40.7795,-73.9819,"B02617"
"9/1/2014 15:15:00",40.8222,-73.9457,"B02617"
"5/15/2014 15:05:00",40.741,-73.9905,"B02598"
"8/8/2014 4:23:00",40.7547,-73.9666,"B02617"
"9/10/2014 14:31:00",40.7348,-73.9864,"B02617"
"7/20/2014 18:26:00",40.7213,-74.0052,"B02682"
"6/3/2014 13:41:00",40.7429,-74.1809,"B02682"
"9/24/2014 8:44:00",40.748,-73.9893,"B02598"
"4/21/2014 18:12:00",40.6433,-73.7897,"B02617"
"7/11/2014 13:23:00",40.7595,-73.9725,"B02617"
"4/27/2014 14:27:00",40.723,-73.989,"B02682"
"9/20/2014 18:31:00",40.7228,-73.9941,"B02764"
"4/25/2014 12:30:00",40.7604,-73.9844,"B02617"
"4/26/2014 21:13:00",40.7647,-73.9954,"B02617"
"4/3/2014 4:00:00",40.7072,-74.0048,"B02682"
"7/17/2014 13:57:00",40.7151,-73.9665,"B02598"
"8/12/2014 8:17:00",40.7169,-74.0146,"B02617"
"6/27/2014 15:18:00",40.7543,-73.9886,"B02682"
"8/29/2014 11:36:00",40.7266,-73.9524,"B02598"
"5/22/2014 7:58:00",40.7332,-73.9999,"B02682"
"8/7/2014 14:30:00",40.7239,-73.9965,"B02617"
"4/16/2014 6:39:00",40.7413,-74.0006,"B02682"
"8/27/2014 5:51:00",40.7483,-73.9746,"B02598"
"9/21/2014 0:41:00",40.7226,-73.986,"B02617"
"9/20/2014 17:15:00",40.7556,-73.968,"B02598"
"8/27/2014 23:11:00",40.7813,-73.948,"B02617"
"6/22/2014 1:04:00",40.76,-73.9964,"B02617"
"5/4/2014 23:40:00",40.7242,-73.983,"B02598"
"7/24/2014 19:06:00",40.7732,-73.8857,"B02598"
"4/17/2014 23:15:00",40.7398,-74.0067,"B02512"
"6/29/2014 0:14:00",40.8656,-73.9272,"B02617"
"5/19/2014 18:09:00",40.7593,-73.9748,"B02682"
"9/7/2014 18:25:00",40.6876,-73.9323,"B02598"
"5/22/2014 13:09:00",40.7412,-73.9848,"B02512"
"8/13/2014 6:42:00",40.7664,-73.9588,"B02617"
"6/11/2014 15:26:00",40.7573,-73.9782,"B02764"
"9/25/2014 21:40:00",40.7704,-73.9913,"B02617"
"7/31/2014 3:45:00",40.6869,-73.9381,"B02617"
"7/22/2014 17:45:00",40.7436,-73.9903,"B02617"
"4/4/2014 19:36:00",40.7396,-74.0021,"B02682"
"5/14/2014 23:07:00",40.7699,-73.9924,"B02617"
"8/14/2014 7:42:00",40.7703,-73.9686,"B02682"
"8/13/2014 17:42:00",40.7708,-73.9478,"B02617"
"7/16/2014 21:15:00",40.6428,-73.7892,"B02598"
"6/27/2014 20:14:00",40.716,-74.0153,"B02598"
"9/18/2014 9:29:00",40.7247,-73.9845,"B02682"
"6/3/2014 17:16:00",40.7404,-73.9848,"B02682"
"7/9/2014 11:54:00",40.6816,-73.9743,"B02617"
"7/15/2014 19:36:00",40.7547,-73.9733,"B02682"
"8/22/2014 15:31:00",40.7319,-73.9858,"B02617"
"5/2/2014 11:20:00",40.6881,-73.9668,"B02598"
"6/11/2014 15:56:00",40.7504,-73.9854,"B02598"
"4/27/2014 22:05:00",40.7322,-74.0015,"B02682"
"7/5/2014 20:54:00",40.7563,-73.9682,"B02682"
"4/7/2014 7:15:00",40.7204,-73.9427,"B02682"
"7/24/2014 21:04:00",40.7224,-73.9887,"B02598"
"5/15/2014 12:48:00",40.7139,-74.038,"B02512"
"5/15/2014 15:57:00",40.7179,-74.0151,"B02682"
"8/26/2014 9:50:00",40.6636,-74.1764,"B02682"
"9/30/2014 21:52:00",40.7136,-73.9582,"B02617"
"5/29/2014 16:54:00",40.6729,-73.9715,"B02682"
"5/29/2014 17:54:00",40.7414,-73.9949,"B02617"
"9/11/2014 14:33:00",40.7451,-73.9829,"B02764"
"7/10/2014 6:20:00",40.9892,-73.672,"B02512"
"9/1/2014 20:36:00",40.7742,-73.8731,"B02617"
"7/9/2014 15:15:00",40.7627,-73.9835,"B02617"
"8/11/2014 13:05:00",40.751,-73.9868,"B02512"
"9/18/2014 22:55:00",40.7474,-73.9921,"B02617"
"8/1/2014 13:04:00",40.7565,-73.9764,"B02617"
"5/27/2014 0:05:00",40.6725,-73.9578,"B02764"
"5/5/2014 22:41:00",40.7336,-73.9975,"B02617"
"7/24/2014 20:18:00",40.759,-73.973,"B02598"
"9/8/2014 14:09:00",40.7844,-73.957,"B02617"
"9/7/2014 11:16:00",40.6716,-73.9965,"B02764"
"7/5/2014 1:59:00",40.7778,-73.9758,"B02617"
"4/7/2014 21:45:00",40.7168,-74.0081,"B02598"
"6/29/2014 15:36:00",40.7805,-73.9539,"B02598"
"8/25/2014 6:17:00",40.6448,-73.7819,"B02764"
"6/8/2014 13:49:00",40.778,-73.9521,"B02617"
"9/24/2014 18:09:00",40.7026,-74.0119,"B02617"
"6/7/2014 8:13:00",40.7512,-73.9846,"B02617"
"8/29/2014 7:07:00",40.7101,-73.9521,"B02617"
"7/13/2014 19:41:00",40.7157,-74.0033,"B02617"
"9/17/2014 14:13:00",40.7289,-73.9874,"B02682"
"7/10/2014 18:19:00",40.776,-73.9578,"B02617"
"7/15/2014 16:24:00",40.7541,-73.974,"B02598"
"5/22/2014 17:04:00",40.7469,-74.0044,"B02598"
"6/25/2014 17:48:00",40.7547,-73.9917,"B02617"
"9/11/2014 10:18:00",40.7267,-73.9796,"B02598"
"5/18/2014 17:56:00",40.8049,-73.9388,"B02682"
"8/22/2014 2:45:00",40.7209,-73.9938,"B02682"
"9/16/2014 7:03:00",40.7786,-73.9605,"B02764"
"9/24/2014 14:06:00",40.7407,-73.9945,"B02598"
"5/10/2014 15:40:00",40.7638,-73.9733,"B02617"
"8/5/2014 13:40:00",40.7517,-73.973,"B02682"
"9/16/2014 16:14:00",40.7558,-73.9791,"B02617"
"6/12/2014 5:49:00",40.7445,-73.9954,"B02617"
"8/22/2014 20:14:00",40.7088,-74.0076,"B02617"
"7/22/2014 16:31:00",40.7131,-73.9403,"B02617"
"4/24/2014 20:24:00",40.7623,-73.9645,"B02682"
"8/30/2014 13:15:00",40.7267,-73.9399,"B02617"
"4/17/2014 23:31:00",40.7405,-74.0078,"B02682"
"8/1/2014 7:38:00",40.7438,-73.9921,"B02598"
"9/7/2014 17:19:00",40.781,-73.9834,"B02598"
"9/11/2014 21:07:00",40.7191,-73.9831,"B02598"
"9/27/2014 18:36:00",40.7819,-73.9849,"B02598"
"9/17/2014 6:22:00",40.769,-73.9614,"B02598"
"8/10/2014 9:48:00",40.7045,-74.0092,"B02617"
"9/17/2014 7:12:00",40.7251,-74.0093,"B02617"
"5/2/2014 8:04:00",40.7239,-73.9922,"B02598"
"9/3/2014 16:55:00",40.7247,-73.9955,"B02598"
"5/24/2014 16:07:00",40.7567,-73.9742,"B02598"
"6/5/2014 3:33:00",40.75,-74.0025,"B02598"
"7/18/2014 16:24:00",40.7423,-73.9835,"B02682"
"5/24/2014 5:36:00",40.6845,-73.9644,"B02617"
"7/14/2014 11:22:00",40.7545,-73.9715,"B02617"
"6/27/2014 15:05:00",40.7592,-73.9769,"B02682"
"9/2/2014 23:50:00",40.6448,-73.782,"B02598"
"9/17/2014 21:34:00",40.7614,-73.9638,"B02598"
"6/6/2014 16:00:00",40.7537,-73.9892,"B02598"
"9/9/2014 19:31:00",40.7146,-73.9926,"B02764"
"9/3/2014 3:31:00",40.6859,-73.9909,"B02617"
"6/5/2014 7:10:00",40.7351,-73.9801,"B02617"
"5/24/2014 9:08:00",40.6758,-73.9528,"B02617"
"6/23/2014 10:44:00",40.7311,-74.0085,"B02617"
"9/1/2014 10:20:00",40.7772,-73.9572,"B02764"
"8/15/2014 19:50:00",40.7508,-73.982,"B02617"
"4/9/2014 17:36:00",40.7563,-73.9778,"B02682"
"7/25/2014 8:04:00",40.755,-73.9664,"B02512"
"7/6/2014 13:55:00",40.7765,-73.9528,"B02598"
"9/13/2014 22:01:00",40.774,-73.9526,"B02598"
"5/24/2014 15:32:00",40.757,-73.9937,"B02682"
"6/19/2014 16:47:00",40.7307,-74.0068,"B02598"
"8/17/2014 17:33:00",40.8134,-73.945,"B02617"
"7/13/2014 17:12:00",40.7352,-73.9748,"B02617"
"8/30/2014 13:35:00",40.6417,-73.789,"B02764"
"9/19/2014 21:26:00",40.7479,-73.9868,"B02598"
"6/30/2014 14:13:00",40.738,-73.9887,"B02682"
"9/14/2014 0:27:00",40.7534,-73.9784,"B02617"
"7/18/2014 11:23:00",40.7643,-73.9735,"B02682"
"9/23/2014 17:08:00",40.7464,-73.8532,"B02764"
"4/1/2014 8:41:00",40.7725,-73.9532,"B02682"
"5/1/2014 13:15:00",40.7239,-73.997,"B02617"
"7/23/2014 8:44:00",40.7211,-73.9887,"B02682"
"5/18/2014 14:51:00",40.7715,-73.9669,"B02598"
"8/23/2014 15:03:00",40.7186,-73.9957,"B02682"
"7/10/2014 21:18:00",40.7455,-74.0085,"B02682"
"7/30/2014 17:44:00",40.7244,-73.9934,"B02682"
"9/18/2014 19:53:00",40.7609,-73.9755,"B02512"
"9/20/2014 22:09:00",40.6877,-74.0014,"B02598"
"4/15/2014 21:05:00",40.7209,-74.005,"B02617"
"9/8/2014 17:49:00",40.7405,-73.9861,"B02682"
"9/18/2014 17:20:00",40.7409,-73.9499,"B02598"
"8/20/2014 20:37:00",40.771,-73.9641,"B02617"
"4/6/2014 17:32:00",40.7244,-73.9911,"B02617"
"9/5/2014 13:22:00",40.7631,-73.9739,"B02764"
"5/5/2014 16:05:00",40.7515,-73.9753,"B02682"
"8/31/2014 21:41:00",40.681,-73.9377,"B02617"
"9/19/2014 19:58:00",40.7025,-74.013,"B02764"
"5/16/2014 13:23:00",40.7356,-74.0017,"B02617"
"6/2/2014 14:05:00",40.7248,-74.0026,"B02617"
"5/4/2014 17:36:00",40.771,-73.8661,"B02617"
"9/29/2014 6:39:00",40.7732,-73.8857,"B02682"
"4/30/2014 12:14:00",40.744,-73.9737,"B02682"
"9/30/2014 8:54:00",40.7806,-73.956,"B02598"
"8/22/2014 19:56:00",40.6724,-74.0109,"B02598"
"4/20/2014 14:51:00",40.7068,-74.005,"B02682"
"9/23/2014 21:48:00",40.7076,-74.0071,"B02598"
"8/31/2014 15:25:00",40.8111,-73.9454,"B02617"
"5/29/2014 6:28:00",40.7429,-73.9913,"B02617"
"9/24/2014 19:23:00",40.7319,-73.9823,"B02764"
"8/9/2014 22:41:00",40.7166,-73.9568,"B02617"
"8/30/2014 12:37:00",40.7239,-73.9396,"B02598"
"5/17/2014 10:09:00",40.8066,-73.9648,"B02682"
"9/22/2014 16:54:00",40.7515,-73.9942,"B02764"
"6/9/2014 18:58:00",40.7563,-73.9907,"B02512"
"9/19/2014 22:14:00",40.7615,-73.9859,"B02598"
"6/7/2014 14:49:00",40.7604,-74.003,"B02682"
"5/22/2014 16:41:00",40.7547,-73.9769,"B02682"
"9/30/2014 18:00:00",40.7349,-73.9943,"B02764"
"5/12/2014 14:03:00",40.771,-73.8661,"B02764"
"7/28/2014 17:53:00",40.7586,-73.9729,"B02617"
"9/28/2014 2:01:00",40.7192,-73.9907,"B02682"
"6/13/2014 19:24:00",40.6448,-73.7823,"B02598"
"8/7/2014 16:17:00",40.7594,-73.9785,"B02682"
"7/31/2014 13:39:00",40.76,-73.9651,"B02682"
"9/20/2014 20:32:00",40.7672,-73.9684,"B02617"
"9/14/2014 5:14:00",40.7181,-74.0095,"B02682"
"7/30/2014 19:06:00",40.7489,-73.9842,"B02617"
"6/23/2014 19:40:00",40.7741,-73.8725,"B02598"
"6/10/2014 14:43:00",40.754,-73.9869,"B02617"
"7/25/2014 20:49:00",40.7246,-73.9553,"B02617"
"9/27/2014 20:15:00",40.7441,-73.9902,"B02764"
"5/18/2014 13:29:00",40.7529,-73.9769,"B02617"
"7/1/2014 12:43:00",40.7639,-73.969,"B02617"
"5/6/2014 16:17:00",40.7493,-73.9755,"B02617"
"8/4/2014 15:06:00",40.7623,-73.9789,"B02598"
"9/30/2014 21:24:00",40.6639,-73.952,"B02764"
"5/28/2014 17:46:00",40.7703,-73.9659,"B02598"
"7/15/2014 13:05:00",40.7559,-73.9748,"B02682"
"5/24/2014 18:02:00",40.7641,-73.9788,"B02598"
"7/29/2014 17:39:00",40.7522,-73.9677,"B02512"
"9/11/2014 16:13:00",40.7501,-73.9812,"B02682"
"6/28/2014 19:31:00",40.7197,-74.0102,"B02682"
"9/28/2014 3:54:00",40.714,-73.9246,"B02764"
"9/23/2014 18:01:00",40.7507,-73.9838,"B02682"
"7/9/2014 13:40:00",40.7632,-73.9804,"B02598"
"9/17/2014 20:15:00",40.7601,-73.9725,"B02617"
"6/20/2014 3:44:00",40.7549,-73.9189,"B02617"
"4/22/2014 21:22:00",40.7521,-73.982,"B02682"
"6/15/2014 21:13:00",40.6484,-73.7832,"B02598"
"7/19/2014 5:30:00",40.7244,-74.002,"B02617"
"8/28/2014 9:27:00",40.6903,-73.9897,"B02617"
"9/1/2014 13:23:00",40.7551,-73.9738,"B02617"
"4/30/2014 22:27:00",40.723,-73.9958,"B02682"
"7/27/2014 20:25:00",40.7542,-73.933,"B02617"
"7/15/2014 17:11:00",40.7138,-74.0089,"B02598"
"6/25/2014 10:29:00",40.7752,-73.9615,"B02512"
"6/20/2014 12:05:00",40.7561,-73.9726,"B02598"
"7/16/2014 17:23:00",40.723,-74.0028,"B02598"
"5/24/2014 14:58:00",40.7573,-73.9645,"B02682"
"8/24/2014 19:43:00",40.6673,-73.9313,"B02617"
"5/7/2014 18:04:00",40.7554,-73.9838,"B02682"
"5/14/2014 21:01:00",40.7589,-73.9937,"B02617"
"5/22/2014 21:53:00",40.7268,-73.9998,"B02598"
"9/19/2014 7:55:00",40.7745,-73.9538,"B02598"
"4/6/2014 15:55:00",40.745,-73.9839,"B02598"
"6/23/2014 18:02:00",40.7038,-74.0113,"B02598"
"8/11/2014 18:29:00",40.6447,-73.7821,"B02617"
"8/20/2014 20:52:00",40.7368,-73.9971,"B02598"
"7/12/2014 16:58:00",40.7072,-74.0171,"B02617"
"6/28/2014 13:16:00",40.7738,-73.8745,"B02598"
"4/30/2014 21:07:00",40.7403,-74.0016,"B02598"
"6/8/2014 11:40:00",40.7425,-73.9919,"B02598"
"8/11/2014 13:42:00",40.6911,-73.8267,"B02682"
"6/27/2014 21:53:00",40.7495,-73.9922,"B02598"
"5/29/2014 9:40:00",40.7594,-73.9851,"B02598"
"8/31/2014 23:54:00",40.6423,-73.7885,"B02764"
"4/17/2014 21:06:00",40.7334,-73.9917,"B02682"
"4/4/2014 10:58:00",40.7241,-74.0096,"B02682"
"7/16/2014 15:41:00",40.7594,-73.9767,"B02682"
"7/28/2014 16:04:00",40.7487,-74.0033,"B02617"
"8/24/2014 19:13:00",40.6216,-74.0719,"B02617"
"5/23/2014 23:29:00",40.752,-73.8213,"B02617"
"6/5/2014 22:14:00",40.7667,-73.9711,"B02512"
"5/22/2014 17:48:00",40.7414,-74.0051,"B02598"
"6/18/2014 19:26:00",40.7191,-73.8419,"B02598"
"9/28/2014 15:38:00",40.7571,-73.9776,"B02617"
"9/19/2014 19:29:00",40.776,-73.9493,"B02617"
"6/24/2014 20:44:00",40.7439,-73.9891,"B02682"
"6/24/2014 4:45:00",40.7229,-74.0011,"B02598"
"9/30/2014 18:37:00",40.7273,-73.992,"B02764"
"7/17/2014 10:09:00",40.7404,-73.9863,"B02512"
"9/16/2014 2:54:00",40.6888,-73.985,"B02617"
"8/4/2014 6:51:00",40.7205,-73.9548,"B02764"
"6/21/2014 16:18:00",40.7273,-73.9903,"B02617"
"4/23/2014 19:58:00",40.7089,-73.9486,"B02617"
"5/22/2014 18:44:00",40.7676,-73.9643,"B02598"
"8/20/2014 19:14:00",40.6907,-74.1776,"B02617"
"7/24/2014 19:52:00",40.7588,-73.9813,"B02617"
"6/26/2014 11:58:00",40.7406,-74.0057,"B02617"
"9/10/2014 12:04:00",40.7159,-73.9914,"B02598"
"7/30/2014 14:21:00",40.6878,-74.1815,"B02617"
"8/24/2014 17:56:00",40.8483,-73.8442,"B02764"
"6/12/2014 7:55:00",40.6796,-73.9652,"B02598"
"6/6/2014 13:49:00",40.7664,-73.9693,"B02682"
"7/3/2014 7:44:00",40.6963,-73.9973,"B02598"
"9/24/2014 5:22:00",40.7441,-73.9841,"B02598"
"5/7/2014 13:19:00",40.7352,-74.0003,"B02598"
"9/16/2014 7:33:00",40.8673,-74.0798,"B02764"
"6/18/2014 21:30:00",40.7202,-73.9929,"B02598"
"4/24/2014 19:21:00",40.7625,-73.9265,"B02598"
"5/27/2014 22:39:00",40.7739,-73.8725,"B02617"
"6/25/2014 11:02:00",40.8156,-73.9595,"B02617"
"4/18/2014 18:09:00",40.7724,-73.9466,"B02598"
"8/20/2014 18:22:00",40.7399,-73.9986,"B02682"
"5/4/2014 16:40:00",40.6647,-73.8091,"B02598"
"8/27/2014 22:07:00",40.7302,-73.9939,"B02617"
"8/26/2014 11:04:00",40.7197,-73.9867,"B02764"
"5/14/2014 15:50:00",40.746,-73.982,"B02598"
"5/19/2014 18:45:00",40.7444,-73.9903,"B02682"
"5/9/2014 15:07:00",40.6921,-73.9639,"B02617"
"6/28/2014 23:28:00",40.741,-73.9919,"B02512"
"9/14/2014 17:55:00",40.8266,-73.9508,"B02598"
"5/2/2014 20:41:00",40.7117,-73.9949,"B02682"
"8/23/2014 17:02:00",40.7199,-73.9621,"B02682"
"4/18/2014 19:55:00",40.7292,-73.9816,"B02682"
"9/12/2014 19:35:00",40.6832,-73.9656,"B02617"
"8/25/2014 8:56:00",40.7346,-73.9981,"B02617"
"7/6/2014 23:05:00",40.7275,-74.0316,"B02617"
"9/2/2014 11:58:00",40.7308,-73.9908,"B02598"
"8/12/2014 6:53:00",40.7688,-73.8622,"B02682"
"7/19/2014 23:52:00",40.8004,-73.9586,"B02617"
"5/24/2014 6:50:00",40.6684,-73.8176,"B02682"
"7/25/2014 19:39:00",40.7368,-73.9931,"B02598"
"4/9/2014 23:36:00",40.7422,-74.0062,"B02598"
"7/2/2014 20:04:00",40.716,-74.0152,"B02617"
"4/16/2014 17:51:00",40.7521,-73.9901,"B02512"
"8/6/2014 12:58:00",40.7123,-74.0889,"B02598"
"9/30/2014 21:32:00",40.7548,-73.9847,"B02617"
"7/20/2014 14:09:00",40.7403,-74.0051,"B02512"
